id_contrato;data_consulta;score;motivo_consulta
C01692;26/02/2026;725;Revisao de carteira
C01693;17/10/2025;693;Aprovacao de crediario
C01694;11/07/2025;808;Aprovacao de crediario
C01694;27/02/2026;332;Revisao de carteira
C01695;23/09/2025;740;Aprovacao de crediario
C01696;27/09/2025;747;Aprovacao de crediario
C01696;25/02/2026;317;Revisao de carteira
C01697;15/04/2025;704;Aprovacao de crediario
C01698;11/07/2024;719;Aprovacao de crediario
C01699;03/02/2025;513;Aprovacao de crediario
C01699;27/12/2025;320;Revisao de carteira
C01700;19/12/2024;607;Aprovacao de crediario
C01701;01/11/2025;702;Aprovacao de crediario
C01701;15/03/2026;735;Revisao de carteira
C01702;18/08/2025;674;Aprovacao de crediario
C01702;26/01/2026;142;Revisao de carteira
C01703;14/03/2025;835;Aprovacao de crediario
C01704;20/07/2024;568;Aprovacao de crediario
C01704;30/06/2025;196;Revisao de carteira
C01705;26/09/2024;612;Aprovacao de crediario
C01706;27/06/2024;613;Aprovacao de crediario
C01706;20/02/2026;304;Revisao de carteira
C01707;24/10/2025;651;Aprovacao de crediario
C01708;11/12/2024;662;Aprovacao de crediario
C01708;04/03/2026;288;Revisao de carteira
C01709;17/12/2024;692;Aprovacao de crediario
C01710;18/08/2025;639;Aprovacao de crediario
C01710;16/02/2026;293;Revisao de carteira
C01711;14/06/2025;821;Aprovacao de crediario
C01712;04/11/2024;654;Aprovacao de crediario
C01712;14/02/2026;192;Revisao de carteira
C01713;30/11/2024;810;Aprovacao de crediario
C01714;10/06/2025;758;Aprovacao de crediario
C01714;07/03/2026;232;Revisao de carteira
C01715;04/11/2025;590;Aprovacao de crediario
C01716;25/10/2024;597;Aprovacao de crediario
C01717;12/09/2025;589;Aprovacao de crediario
C01718;16/12/2024;398;Aprovacao de crediario
C01719;25/05/2025;728;Aprovacao de crediario
C01719;02/03/2026;204;Revisao de carteira
C01720;12/09/2025;450;Aprovacao de crediario
C01720;23/02/2026;336;Revisao de carteira
C01721;06/10/2025;502;Aprovacao de crediario
C01721;28/02/2026;306;Revisao de carteira
C01722;14/08/2024;861;Aprovacao de crediario
C01722;26/02/2026;314;Revisao de carteira
C01723;17/08/2024;469;Aprovacao de crediario
C01723;19/02/2026;649;Revisao de carteira
C01724;09/07/2025;633;Aprovacao de crediario
C01725;13/12/2024;691;Aprovacao de crediario
C01727;24/04/2025;686;Aprovacao de crediario
C01727;26/02/2026;236;Revisao de carteira
C01728;21/10/2025;442;Aprovacao de crediario
C01728;18/02/2026;265;Revisao de carteira
C01729;09/04/2025;660;Aprovacao de crediario
C01729;12/02/2026;268;Revisao de carteira
C01730;26/03/2025;591;Aprovacao de crediario
C01730;01/02/2026;310;Revisao de carteira
C01731;06/09/2024;550;Aprovacao de crediario
C01731;13/04/2025;339;Revisao de carteira
C01732;10/02/2025;650;Aprovacao de crediario
C01732;26/02/2026;317;Revisao de carteira
C01733;18/06/2025;682;Aprovacao de crediario
C01734;21/03/2025;602;Aprovacao de crediario
C01734;04/02/2026;693;Revisao de carteira
C01735;13/10/2025;774;Aprovacao de crediario
C01735;04/03/2026;285;Revisao de carteira
C01736;07/04/2025;857;Aprovacao de crediario
C01736;24/02/2026;292;Revisao de carteira
C01737;16/07/2025;960;Aprovacao de crediario
C01738;15/05/2025;755;Aprovacao de crediario
C01738;11/03/2026;310;Revisao de carteira
C01739;30/07/2024;621;Aprovacao de crediario
C01740;09/10/2025;598;Aprovacao de crediario
C01740;23/02/2026;177;Revisao de carteira
C01741;14/09/2024;642;Aprovacao de crediario
C01742;03/06/2025;794;Aprovacao de crediario
C01742;20/02/2026;270;Revisao de carteira
C01743;04/08/2024;790;Aprovacao de crediario
C01743;17/02/2026;375;Revisao de carteira
C01744;08/05/2025;671;Aprovacao de crediario
C01744;02/03/2026;212;Revisao de carteira
C01745;12/04/2025;653;Aprovacao de crediario
C01746;23/10/2025;743;Aprovacao de crediario
C01748;28/09/2025;753;Aprovacao de crediario
C01749;11/07/2024;631;Aprovacao de crediario
C01749;14/06/2025;791;Revisao de carteira
C01750;09/11/2025;672;Aprovacao de crediario
C01751;09/09/2024;651;Aprovacao de crediario
C01751;13/03/2026;321;Revisao de carteira
C01752;18/08/2025;583;Aprovacao de crediario
C01752;08/02/2026;291;Revisao de carteira
C01753;05/09/2025;628;Aprovacao de crediario
C01754;21/10/2025;743;Aprovacao de crediario
C01754;25/02/2026;330;Revisao de carteira
C01756;31/08/2024;594;Aprovacao de crediario
C01758;16/02/2025;863;Aprovacao de crediario
C01759;30/10/2025;719;Aprovacao de crediario
C01759;15/02/2026;267;Revisao de carteira
C01760;07/01/2025;656;Aprovacao de crediario
C01760;02/03/2026;339;Revisao de carteira
C01761;02/08/2025;787;Aprovacao de crediario
C01762;17/10/2025;576;Aprovacao de crediario
C01762;18/02/2026;273;Revisao de carteira
C01763;19/05/2025;606;Aprovacao de crediario
C01763;28/12/2025;169;Revisao de carteira
C01764;15/02/2025;773;Aprovacao de crediario
C01765;13/08/2024;770;Aprovacao de crediario
C01766;23/07/2025;752;Aprovacao de crediario
C01767;22/09/2025;563;Aprovacao de crediario
C01769;17/07/2025;493;Aprovacao de crediario
C01769;05/02/2026;244;Revisao de carteira
C01770;02/09/2025;704;Aprovacao de crediario
C01770;27/02/2026;678;Revisao de carteira
C01772;27/01/2025;794;Aprovacao de crediario
C01772;05/02/2026;240;Revisao de carteira
C01773;26/08/2024;620;Aprovacao de crediario
C01773;02/10/2025;288;Revisao de carteira
C01774;11/02/2025;844;Aprovacao de crediario
C01774;08/03/2026;682;Revisao de carteira
C01775;11/11/2025;752;Aprovacao de crediario
C01775;25/02/2026;658;Revisao de carteira
C01776;01/07/2024;739;Aprovacao de crediario
C01776;16/05/2025;687;Revisao de carteira
C01777;06/07/2025;444;Aprovacao de crediario
C01778;24/04/2025;685;Aprovacao de crediario
C01778;05/02/2026;322;Revisao de carteira
C01779;01/09/2025;723;Aprovacao de crediario
C01779;10/02/2026;544;Revisao de carteira
C01780;09/08/2025;652;Aprovacao de crediario
C01780;18/02/2026;347;Revisao de carteira
C01781;03/09/2024;712;Aprovacao de crediario
C01781;17/02/2026;294;Revisao de carteira
C01782;03/12/2024;570;Aprovacao de crediario
C01783;06/11/2024;705;Aprovacao de crediario
C01783;04/10/2025;209;Revisao de carteira
C01785;02/11/2025;708;Aprovacao de crediario
C01786;22/07/2024;801;Aprovacao de crediario
C01786;08/02/2025;733;Revisao de carteira
C01789;19/06/2025;672;Aprovacao de crediario
C01789;01/03/2026;244;Revisao de carteira
C01790;12/07/2025;584;Aprovacao de crediario
C01790;07/03/2026;716;Revisao de carteira
C01791;28/12/2024;688;Aprovacao de crediario
C01791;14/11/2025;231;Revisao de carteira
C01793;06/08/2025;539;Aprovacao de crediario
C01793;12/03/2026;766;Revisao de carteira
C01794;30/10/2024;740;Aprovacao de crediario
C01794;17/09/2025;201;Revisao de carteira
C01795;11/07/2025;726;Aprovacao de crediario
C01795;12/03/2026;303;Revisao de carteira
C01797;23/08/2025;764;Aprovacao de crediario
C01797;11/02/2026;315;Revisao de carteira
C01798;14/09/2025;742;Aprovacao de crediario
C01800;30/12/2024;816;Aprovacao de crediario
C01801;09/12/2024;593;Aprovacao de crediario
C01802;23/07/2024;680;Aprovacao de crediario
C01802;15/08/2025;310;Revisao de carteira
C01803;13/11/2024;709;Aprovacao de crediario
C01803;04/03/2026;190;Revisao de carteira
C01804;03/09/2024;677;Aprovacao de crediario
C01805;21/09/2025;758;Aprovacao de crediario
C01805;28/01/2026;721;Revisao de carteira
C01807;23/06/2024;618;Aprovacao de crediario
C01809;23/03/2025;681;Aprovacao de crediario
C01811;27/08/2024;751;Aprovacao de crediario
C01813;26/07/2025;671;Aprovacao de crediario
C01813;01/02/2026;341;Revisao de carteira
C01815;18/07/2024;665;Aprovacao de crediario
C01815;01/08/2025;638;Revisao de carteira
C01816;04/09/2024;518;Aprovacao de crediario
C01816;24/03/2025;313;Revisao de carteira
C01817;08/11/2024;773;Aprovacao de crediario
C01818;23/11/2024;660;Aprovacao de crediario
C01818;08/10/2025;336;Revisao de carteira
C01819;12/07/2025;609;Aprovacao de crediario
C01820;20/09/2025;800;Aprovacao de crediario
C01820;19/02/2026;686;Revisao de carteira
C01821;10/10/2025;610;Aprovacao de crediario
C01822;27/12/2024;673;Aprovacao de crediario
C01822;11/12/2025;628;Revisao de carteira
C01823;08/01/2025;776;Aprovacao de crediario
C01824;17/02/2025;813;Aprovacao de crediario
C01824;15/01/2026;813;Revisao de carteira
C01825;12/12/2024;814;Aprovacao de crediario
C01826;26/02/2025;697;Aprovacao de crediario
C01827;23/06/2024;767;Aprovacao de crediario
C01828;07/11/2025;816;Aprovacao de crediario
C01829;26/08/2025;847;Aprovacao de crediario
C01829;12/02/2026;776;Revisao de carteira
C01830;11/05/2025;633;Aprovacao de crediario
C01831;17/02/2025;723;Aprovacao de crediario
C01831;25/01/2026;125;Revisao de carteira
C01832;13/06/2024;787;Aprovacao de crediario
C01832;01/03/2026;238;Revisao de carteira
C01833;02/03/2025;704;Aprovacao de crediario
C01833;16/02/2026;638;Revisao de carteira
C01834;27/10/2025;620;Aprovacao de crediario
C01835;22/07/2024;585;Aprovacao de crediario
C01835;22/08/2025;239;Revisao de carteira
C01836;27/10/2024;936;Aprovacao de crediario
C01837;17/02/2025;878;Aprovacao de crediario
C01837;02/02/2026;282;Revisao de carteira
C01839;08/03/2025;754;Aprovacao de crediario
C01839;27/02/2026;360;Revisao de carteira
C01840;24/08/2025;535;Aprovacao de crediario
C01840;21/02/2026;247;Revisao de carteira
C01841;29/06/2024;718;Aprovacao de crediario
C01842;01/04/2025;714;Aprovacao de crediario
C01843;20/01/2025;652;Aprovacao de crediario
C01844;17/07/2025;639;Aprovacao de crediario
C01845;26/03/2025;612;Aprovacao de crediario
C01845;26/02/2026;273;Revisao de carteira
C01846;31/07/2024;779;Aprovacao de crediario
C01847;14/07/2025;708;Aprovacao de crediario
C01848;23/03/2025;658;Aprovacao de crediario
C01850;02/02/2025;434;Aprovacao de crediario
C01850;16/08/2025;317;Revisao de carteira
C01851;07/07/2025;928;Aprovacao de crediario
C01852;09/01/2025;501;Aprovacao de crediario
C01853;02/09/2024;742;Aprovacao de crediario
C01854;24/12/2024;683;Aprovacao de crediario
C01854;11/02/2026;637;Revisao de carteira
C01855;17/02/2025;554;Aprovacao de crediario
C01855;24/01/2026;231;Revisao de carteira
C01856;11/02/2025;551;Aprovacao de crediario
C01857;24/09/2024;513;Aprovacao de crediario
C01857;06/02/2026;252;Revisao de carteira
C01858;09/06/2025;731;Aprovacao de crediario
C01859;15/08/2025;660;Aprovacao de crediario
C01860;18/04/2025;707;Aprovacao de crediario
C01861;26/09/2024;978;Aprovacao de crediario
C01862;04/09/2024;574;Aprovacao de crediario
C01863;21/01/2025;600;Aprovacao de crediario
C01864;26/08/2025;667;Aprovacao de crediario
C01864;02/03/2026;287;Revisao de carteira
C01865;27/08/2024;728;Aprovacao de crediario
C01865;04/10/2025;288;Revisao de carteira
C01866;27/01/2025;774;Aprovacao de crediario
C01867;21/01/2025;579;Aprovacao de crediario
C01868;03/03/2025;590;Aprovacao de crediario
C01869;01/07/2024;770;Aprovacao de crediario
C01870;06/03/2025;685;Aprovacao de crediario
C01871;23/10/2024;699;Aprovacao de crediario
C01873;27/11/2024;781;Aprovacao de crediario
C01873;07/03/2026;233;Revisao de carteira
C01874;09/02/2025;631;Aprovacao de crediario
C01875;09/07/2024;942;Aprovacao de crediario
C01876;13/02/2025;760;Aprovacao de crediario
C01876;24/01/2026;387;Revisao de carteira
C01877;02/05/2025;586;Aprovacao de crediario
C01878;27/11/2024;700;Aprovacao de crediario
C01878;03/12/2025;225;Revisao de carteira
C01879;27/09/2024;662;Aprovacao de crediario
C01879;12/08/2025;311;Revisao de carteira
C01880;27/03/2025;590;Aprovacao de crediario
C01880;14/02/2026;277;Revisao de carteira
C01881;14/01/2025;686;Aprovacao de crediario
C01881;12/12/2025;260;Revisao de carteira
C01882;02/10/2025;705;Aprovacao de crediario
C01883;23/07/2024;742;Aprovacao de crediario
C01883;28/08/2025;679;Revisao de carteira
C01884;09/10/2025;731;Aprovacao de crediario
C01886;04/09/2024;685;Aprovacao de crediario
C01887;01/11/2025;670;Aprovacao de crediario
C01887;07/03/2026;715;Revisao de carteira
C01888;03/09/2025;529;Aprovacao de crediario
C01889;18/06/2024;669;Aprovacao de crediario
C01890;10/11/2025;585;Aprovacao de crediario
C01891;13/09/2024;764;Aprovacao de crediario
C01891;21/08/2025;807;Revisao de carteira
C01892;18/02/2025;612;Aprovacao de crediario
C01894;30/12/2024;723;Aprovacao de crediario
C01895;20/03/2025;692;Aprovacao de crediario
C01896;05/11/2025;550;Aprovacao de crediario
C01896;20/02/2026;276;Revisao de carteira
C01897;23/05/2025;662;Aprovacao de crediario
C01897;09/02/2026;286;Revisao de carteira
C01898;13/02/2025;557;Aprovacao de crediario
C01898;27/02/2026;308;Revisao de carteira
C01900;10/10/2025;763;Aprovacao de crediario
C01901;09/07/2024;852;Aprovacao de crediario
C01901;16/02/2026;818;Revisao de carteira
C01902;20/07/2024;655;Aprovacao de crediario
C01902;12/09/2025;866;Revisao de carteira
C01903;29/08/2025;679;Aprovacao de crediario
C01903;08/02/2026;314;Revisao de carteira
C01904;28/05/2025;518;Aprovacao de crediario
C01905;05/06/2025;688;Aprovacao de crediario
C01905;12/01/2026;367;Revisao de carteira
C01906;22/04/2025;721;Aprovacao de crediario
C01907;15/11/2025;502;Aprovacao de crediario
C01907;01/03/2026;309;Revisao de carteira
C01908;09/08/2025;773;Aprovacao de crediario
C01908;20/02/2026;831;Revisao de carteira
C01910;20/02/2025;701;Aprovacao de crediario
C01911;23/02/2025;440;Aprovacao de crediario
C01911;23/09/2025;252;Revisao de carteira
C01912;28/07/2025;856;Aprovacao de crediario
C01912;01/03/2026;228;Revisao de carteira
C01913;22/12/2024;754;Aprovacao de crediario
C01913;25/01/2026;617;Revisao de carteira
C01914;02/02/2025;793;Aprovacao de crediario
C01915;01/11/2025;637;Aprovacao de crediario
C01916;20/07/2025;630;Aprovacao de crediario
C01916;20/02/2026;238;Revisao de carteira
C01918;15/04/2025;726;Aprovacao de crediario
C01919;28/05/2025;865;Aprovacao de crediario
C01920;20/07/2025;591;Aprovacao de crediario
C01921;15/08/2025;685;Aprovacao de crediario
C01921;23/01/2026;275;Revisao de carteira
C01922;06/09/2025;667;Aprovacao de crediario
C01922;10/03/2026;390;Revisao de carteira
C01923;30/09/2024;673;Aprovacao de crediario
C01923;02/02/2026;233;Revisao de carteira
C01924;28/08/2025;620;Aprovacao de crediario
C01925;28/08/2025;728;Aprovacao de crediario
C01925;10/02/2026;279;Revisao de carteira
C01926;04/07/2024;742;Aprovacao de crediario
C01926;07/01/2026;312;Revisao de carteira
C01927;27/03/2025;752;Aprovacao de crediario
C01928;28/05/2025;698;Aprovacao de crediario
C01929;28/04/2025;776;Aprovacao de crediario
C01930;11/07/2025;679;Aprovacao de crediario
C01930;11/03/2026;293;Revisao de carteira
C01931;13/05/2025;816;Aprovacao de crediario
C01932;19/06/2024;709;Aprovacao de crediario
C01933;18/07/2024;765;Aprovacao de crediario
C01934;27/06/2024;668;Aprovacao de crediario
C01934;16/02/2026;274;Revisao de carteira
C01935;17/11/2024;880;Aprovacao de crediario
C01936;21/07/2024;693;Aprovacao de crediario
C01937;23/09/2025;863;Aprovacao de crediario
C01937;15/02/2026;740;Revisao de carteira
C01938;17/04/2025;521;Aprovacao de crediario
C01940;10/07/2024;598;Aprovacao de crediario
C01941;03/09/2025;827;Aprovacao de crediario
C01941;27/02/2026;673;Revisao de carteira
C01942;10/03/2025;595;Aprovacao de crediario
C01942;19/10/2025;350;Revisao de carteira
C01943;23/07/2024;676;Aprovacao de crediario
C01943;05/03/2025;275;Revisao de carteira
C01944;22/12/2024;824;Aprovacao de crediario
C01945;17/10/2024;739;Aprovacao de crediario
C01946;21/09/2025;360;Aprovacao de crediario
C01946;06/03/2026;268;Revisao de carteira
C01947;02/06/2025;651;Aprovacao de crediario
C01947;04/01/2026;363;Revisao de carteira
C01948;08/11/2024;735;Aprovacao de crediario
C01948;19/05/2025;224;Revisao de carteira
C01949;09/05/2025;819;Aprovacao de crediario
C01950;05/10/2025;514;Aprovacao de crediario
C01951;21/09/2025;591;Aprovacao de crediario
C01951;02/02/2026;361;Revisao de carteira
C01953;11/05/2025;738;Aprovacao de crediario
C01953;24/02/2026;240;Revisao de carteira
C01954;30/10/2024;668;Aprovacao de crediario
C01954;11/11/2025;725;Revisao de carteira
C01955;12/03/2025;447;Aprovacao de crediario
C01955;19/01/2026;273;Revisao de carteira
C01956;01/07/2024;741;Aprovacao de crediario
C01956;09/06/2025;321;Revisao de carteira
C01957;29/08/2025;738;Aprovacao de crediario
C01957;26/02/2026;250;Revisao de carteira
C01958;06/11/2024;763;Aprovacao de crediario
C01958;31/12/2025;617;Revisao de carteira
C01959;29/06/2024;586;Aprovacao de crediario
C01959;04/02/2025;316;Revisao de carteira
C01960;31/03/2025;630;Aprovacao de crediario
C01961;28/08/2024;696;Aprovacao de crediario
C01962;17/11/2024;520;Aprovacao de crediario
C01963;26/03/2025;826;Aprovacao de crediario
C01964;13/10/2024;807;Aprovacao de crediario
C01965;26/04/2025;749;Aprovacao de crediario
C01966;03/10/2025;661;Aprovacao de crediario
C01967;21/05/2025;523;Aprovacao de crediario
C01967;28/01/2026;370;Revisao de carteira
C01968;14/12/2024;593;Aprovacao de crediario
C01968;16/07/2025;318;Revisao de carteira
C01970;08/12/2024;691;Aprovacao de crediario
C01970;02/07/2025;839;Revisao de carteira
C01971;22/10/2024;741;Aprovacao de crediario
C01972;10/11/2025;783;Aprovacao de crediario
C01973;27/07/2025;770;Aprovacao de crediario
C01973;03/02/2026;691;Revisao de carteira
C01974;06/04/2025;773;Aprovacao de crediario
C01974;08/03/2026;287;Revisao de carteira
C01975;19/07/2024;672;Aprovacao de crediario
C01976;19/04/2025;764;Aprovacao de crediario
C01977;11/10/2024;781;Aprovacao de crediario
C01977;21/09/2025;809;Revisao de carteira
C01978;21/10/2025;783;Aprovacao de crediario
C01979;24/04/2025;705;Aprovacao de crediario
C01980;23/09/2025;702;Aprovacao de crediario
C01981;20/09/2025;774;Aprovacao de crediario
C01982;22/06/2024;534;Aprovacao de crediario
C01983;11/12/2024;555;Aprovacao de crediario
C01983;16/10/2025;281;Revisao de carteira
C01984;06/03/2025;507;Aprovacao de crediario
C01984;04/03/2026;277;Revisao de carteira
C01985;04/05/2025;785;Aprovacao de crediario
C01987;29/05/2025;473;Aprovacao de crediario
C01987;06/02/2026;204;Revisao de carteira
C01988;14/06/2025;810;Aprovacao de crediario
C01990;29/12/2024;788;Aprovacao de crediario
C01991;19/09/2024;814;Aprovacao de crediario
C01991;27/07/2025;758;Revisao de carteira
C01992;02/07/2025;658;Aprovacao de crediario
C01992;10/02/2026;381;Revisao de carteira
C01993;22/06/2024;700;Aprovacao de crediario
C01993;12/01/2026;734;Revisao de carteira
C01994;28/04/2025;619;Aprovacao de crediario
C01994;11/03/2026;777;Revisao de carteira
C01995;29/03/2025;508;Aprovacao de crediario
C01995;04/11/2025;290;Revisao de carteira
C01996;24/04/2025;705;Aprovacao de crediario
C01996;03/12/2025;292;Revisao de carteira
C01997;05/11/2024;626;Aprovacao de crediario
C01997;16/09/2025;249;Revisao de carteira
C01998;23/10/2025;672;Aprovacao de crediario
C01999;07/10/2024;594;Aprovacao de crediario
C02000;04/10/2025;858;Aprovacao de crediario
C02000;24/02/2026;739;Revisao de carteira
C02001;13/06/2024;654;Aprovacao de crediario
C02001;09/02/2025;759;Revisao de carteira
C02002;05/08/2024;544;Aprovacao de crediario
C02003;30/06/2025;617;Aprovacao de crediario
C02003;14/02/2026;349;Revisao de carteira
C02004;16/07/2025;563;Aprovacao de crediario
C02004;26/02/2026;277;Revisao de carteira
C02005;22/12/2024;737;Aprovacao de crediario
C02005;04/07/2025;249;Revisao de carteira
C02006;16/07/2025;759;Aprovacao de crediario
C02007;04/06/2025;770;Aprovacao de crediario
C02008;08/08/2025;795;Aprovacao de crediario
C02009;19/06/2025;529;Aprovacao de crediario
C02009;12/02/2026;298;Revisao de carteira
C02010;13/10/2024;662;Aprovacao de crediario
C02010;20/10/2025;858;Revisao de carteira
C02011;02/11/2025;585;Aprovacao de crediario
C02012;09/03/2025;702;Aprovacao de crediario
C02012;12/03/2026;254;Revisao de carteira
C02013;13/05/2025;775;Aprovacao de crediario
C02013;09/03/2026;887;Revisao de carteira
C02014;17/10/2025;800;Aprovacao de crediario
C02015;11/10/2024;762;Aprovacao de crediario
C02016;25/04/2025;680;Aprovacao de crediario
C02016;17/02/2026;704;Revisao de carteira
C02017;17/08/2025;497;Aprovacao de crediario
C02017;15/02/2026;257;Revisao de carteira
C02018;06/06/2025;649;Aprovacao de crediario
C02019;11/12/2024;518;Aprovacao de crediario
C02019;22/02/2026;306;Revisao de carteira
C02020;07/08/2025;876;Aprovacao de crediario
C02021;10/11/2025;496;Aprovacao de crediario
C02022;02/09/2024;764;Aprovacao de crediario
C02022;26/02/2026;328;Revisao de carteira
C02023;13/07/2024;640;Aprovacao de crediario
C02023;05/09/2025;787;Revisao de carteira
C02024;09/07/2025;739;Aprovacao de crediario
C02025;17/02/2025;546;Aprovacao de crediario
C02025;25/09/2025;269;Revisao de carteira
C02026;18/03/2025;775;Aprovacao de crediario
C02028;18/06/2025;705;Aprovacao de crediario
C02028;15/02/2026;298;Revisao de carteira
C02029;15/11/2024;680;Aprovacao de crediario
C02029;09/10/2025;644;Revisao de carteira
C02030;05/06/2025;743;Aprovacao de crediario
C02031;31/08/2025;710;Aprovacao de crediario
C02032;26/09/2025;610;Aprovacao de crediario
C02032;27/02/2026;260;Revisao de carteira
C02033;23/08/2024;844;Aprovacao de crediario
C02033;07/08/2025;839;Revisao de carteira
C02034;10/11/2024;884;Aprovacao de crediario
C02035;03/05/2025;701;Aprovacao de crediario
C02035;05/03/2026;238;Revisao de carteira
C02036;10/08/2025;532;Aprovacao de crediario
C02038;23/02/2025;527;Aprovacao de crediario
C02039;10/03/2025;777;Aprovacao de crediario
C02039;18/02/2026;730;Revisao de carteira
C02040;18/12/2024;679;Aprovacao de crediario
C02041;15/10/2024;505;Aprovacao de crediario
C02041;10/05/2025;849;Revisao de carteira
C02043;26/08/2024;531;Aprovacao de crediario
C02043;10/09/2025;270;Revisao de carteira
C02044;19/01/2025;759;Aprovacao de crediario
C02044;27/11/2025;248;Revisao de carteira
C02045;16/08/2025;507;Aprovacao de crediario
C02045;02/02/2026;213;Revisao de carteira
C02046;28/03/2025;639;Aprovacao de crediario
C02046;13/02/2026;225;Revisao de carteira
C02047;12/05/2025;778;Aprovacao de crediario
C02048;01/09/2025;696;Aprovacao de crediario
C02049;31/08/2024;736;Aprovacao de crediario
C02049;11/10/2025;234;Revisao de carteira
C02051;13/08/2025;601;Aprovacao de crediario
C02051;11/03/2026;246;Revisao de carteira
C02052;20/09/2024;656;Aprovacao de crediario
C02052;06/11/2025;850;Revisao de carteira
C02053;31/01/2025;614;Aprovacao de crediario
C02054;16/06/2024;785;Aprovacao de crediario
C02055;27/11/2024;545;Aprovacao de crediario
C02055;23/10/2025;310;Revisao de carteira
C02056;17/05/2025;618;Aprovacao de crediario
C02057;04/06/2025;667;Aprovacao de crediario
C02057;25/02/2026;306;Revisao de carteira
C02058;15/08/2025;747;Aprovacao de crediario
C02058;25/02/2026;724;Revisao de carteira
C02059;20/06/2025;820;Aprovacao de crediario
C02060;08/01/2025;643;Aprovacao de crediario
C02061;10/01/2025;790;Aprovacao de crediario
C02061;03/12/2025;277;Revisao de carteira
C02062;08/06/2025;738;Aprovacao de crediario
C02062;12/02/2026;261;Revisao de carteira
C02063;14/04/2025;872;Aprovacao de crediario
C02064;10/07/2024;582;Aprovacao de crediario
C02064;06/02/2026;221;Revisao de carteira
C02065;21/01/2025;895;Aprovacao de crediario
C02066;30/08/2024;638;Aprovacao de crediario
C02066;29/07/2025;576;Revisao de carteira
C02067;18/06/2025;711;Aprovacao de crediario
C02068;29/08/2025;595;Aprovacao de crediario
C02069;30/08/2024;537;Aprovacao de crediario
C02069;22/07/2025;155;Revisao de carteira
C02071;04/08/2024;533;Aprovacao de crediario
C02072;08/10/2024;790;Aprovacao de crediario
C02073;13/09/2024;517;Aprovacao de crediario
C02073;19/04/2025;754;Revisao de carteira
C02074;28/02/2025;599;Aprovacao de crediario
C02074;08/02/2026;246;Revisao de carteira
C02075;14/10/2024;893;Aprovacao de crediario
C02076;25/08/2025;721;Aprovacao de crediario
C02077;25/11/2024;816;Aprovacao de crediario
C02077;28/12/2025;700;Revisao de carteira
C02078;11/02/2025;667;Aprovacao de crediario
C02078;11/03/2026;703;Revisao de carteira
C02079;26/06/2024;857;Aprovacao de crediario
C02079;20/02/2026;693;Revisao de carteira
C02080;30/06/2025;492;Aprovacao de crediario
C02081;02/08/2024;770;Aprovacao de crediario
C02081;28/02/2026;205;Revisao de carteira
C02082;04/09/2025;611;Aprovacao de crediario
C02082;11/03/2026;280;Revisao de carteira
C02083;12/08/2024;762;Aprovacao de crediario
C02083;21/08/2025;268;Revisao de carteira
C02084;27/02/2025;650;Aprovacao de crediario
C02085;29/11/2024;691;Aprovacao de crediario
C02085;21/10/2025;800;Revisao de carteira
C02088;20/07/2024;826;Aprovacao de crediario
C02089;20/10/2025;649;Aprovacao de crediario
C02089;20/02/2026;240;Revisao de carteira
C02090;05/09/2024;721;Aprovacao de crediario
C02090;15/07/2025;225;Revisao de carteira
C02091;23/08/2025;540;Aprovacao de crediario
C02091;04/03/2026;207;Revisao de carteira
C02093;21/04/2025;665;Aprovacao de crediario
C02093;28/02/2026;300;Revisao de carteira
C02094;16/07/2024;669;Aprovacao de crediario
C02094;19/07/2025;311;Revisao de carteira
C02095;27/07/2024;599;Aprovacao de crediario
C02097;31/10/2024;816;Aprovacao de crediario
C02097;07/12/2025;252;Revisao de carteira
C02098;05/06/2025;734;Aprovacao de crediario
C02098;22/12/2025;745;Revisao de carteira
C02099;20/08/2025;787;Aprovacao de crediario
C02099;13/03/2026;820;Revisao de carteira
C02100;27/11/2024;674;Aprovacao de crediario
C02101;05/03/2025;600;Aprovacao de crediario
C02101;22/02/2026;623;Revisao de carteira
C02102;25/11/2024;816;Aprovacao de crediario
C02102;20/10/2025;309;Revisao de carteira
C02103;17/08/2024;577;Aprovacao de crediario
C02103;30/07/2025;320;Revisao de carteira
C02104;15/06/2024;788;Aprovacao de crediario
C02104;01/06/2025;676;Revisao de carteira
C02105;28/12/2024;883;Aprovacao de crediario
C02106;12/03/2025;761;Aprovacao de crediario
C02107;10/12/2024;716;Aprovacao de crediario
C02108;12/02/2025;571;Aprovacao de crediario
C02108;14/09/2025;342;Revisao de carteira
C02109;08/01/2025;448;Aprovacao de crediario
C02109;24/02/2026;279;Revisao de carteira
C02110;15/01/2025;642;Aprovacao de crediario
C02110;27/02/2026;722;Revisao de carteira
C02111;16/07/2025;670;Aprovacao de crediario
C02113;18/06/2024;561;Aprovacao de crediario
C02114;09/02/2025;719;Aprovacao de crediario
C02114;18/12/2025;281;Revisao de carteira
C02115;21/11/2024;759;Aprovacao de crediario
C02117;24/06/2025;675;Aprovacao de crediario
C02119;19/09/2025;793;Aprovacao de crediario
C02120;13/09/2025;767;Aprovacao de crediario
C02121;02/09/2025;787;Aprovacao de crediario
C02122;06/08/2024;757;Aprovacao de crediario
C02122;14/03/2025;236;Revisao de carteira
C02123;13/11/2025;678;Aprovacao de crediario
C02124;09/02/2025;830;Aprovacao de crediario
C02125;28/03/2025;511;Aprovacao de crediario
C02125;08/11/2025;171;Revisao de carteira
