id_contrato;id_cliente;data_venda;loja;canal_venda;valor_total;n_parcelas;valor_parcela;bairro;sexo;idade;renda_declarada;status_contrato;data_snapshot
C01692;CLI00225;28/09/2025;Centro;Loja física;1334,97;10;133,5;Parque das Flores;F;47;1641,98;Em dia;15/03/2026
C01693;CLI02506;17/10/2025;Shopping Norte;Loja física;1509,64;12;125,8;Cidade Nova;F;43;5572,46;Em dia;15/03/2026
C01694;CLI01462;13/07/2025;Online;Televendas;2119,13;10;211,91;Jd. America;F;48;2747,27;Inadimplente;15/03/2026
C01695;CLI02162;23/09/2025;Shopping Norte;Loja física;2687,39;18;149,3;Bela Vista;M;29;4424,9;Em dia;15/03/2026
C01696;CLI00718;30/09/2025;Zona Leste;Site;750,42;10;75,04;Jardim Botânico;F;47;3740,19;Inadimplente;15/03/2026
C01697;CLI01154;18/04/2025;Zona Leste;Loja física;1813,94;24;75,58;Vila Progresso;F;31;2198,35;Inadimplente;15/03/2026
C01698;CLI00547;14/07/2024;Shopping Norte;Site;1404,7;10;140,47;Jardim América;M;42;2426,82;Quitado;15/03/2026
C01699;CLI00585;06/02/2025;Shopping Norte;Loja física;4920,63;10;492,06;Cidade Nova;F;50;2225,71;Inadimplente;15/03/2026
C01700;CLI00365;19/12/2024;Zona Leste;Loja física;702,74;24;29,28;Parque das Flores;F;54;4119,13;Inadimplente;15/03/2026
C01701;CLI01920;02/11/2025;Zona Leste;Loja física;2337,81;10;233,78;Bela Vista;M;18;2768,44;Em dia;15/03/2026
C01702;CLI02346;19/08/2025;Shopping Norte;Loja física;1130,99;6;188,5;Jardim Botânico;F;33;1995,94;Inadimplente;15/03/2026
C01703;CLI00076;17/03/2025;Zona Leste;Loja física;1992,13;24;83,01;Alto da Serra;M;42;1516,81;Em dia;15/03/2026
C01704;CLI00189;23/07/2024;Zona Leste;Loja física;2103,78;10;210,38;Jd. America;M;50;2510,63;Inadimplente;15/03/2026
C01705;CLI01432;28/09/2024;Zona Leste;Loja física;1073,16;18;59,62;Jardim Botânico;F;29;3902,67;Em dia;15/03/2026
C01706;CLI00306;28/06/2024;Centro;Loja física;1986,54;24;82,77;Parque das Flores;F;18;3930,51;Inadimplente;15/03/2026
C01707;CLI01261;25/10/2025;Shopping Norte;Loja física;538,38;6;89,73;Alto da Serra;F;50;1789,58;Em dia;15/03/2026
C01708;CLI01553;14/12/2024;Zona Leste;Televendas;1861,43;18;103,41;Parque das Flores;F;50;3584,47;Inadimplente;15/03/2026
C01709;CLI00214;19/12/2024;Centro;Loja física;3507,14;24;146,13;Bela Vista;M;76;5976,78;Em dia;15/03/2026
C01710;CLI00121;21/08/2025;Centro;Loja física;4116,1;24;171,5;Bela Vista;F;39;2459,96;Inadimplente;15/03/2026
C01711;CLI02381;14/06/2025;Zona Leste;Loja física;1183,24;18;65,74;Cidade Nova;F;55;2504,02;Em dia;15/03/2026
C01712;CLI01595;04/11/2024;Centro;Loja física;1094,94;24;45,62;Jardim América;F;58;3004,69;Inadimplente;15/03/2026
C01713;CLI00420;02/12/2024;Centro;Loja física;1804,08;24;75,17;Vila Progresso;F;21;2031,7;Em dia;15/03/2026
C01714;CLI01217;13/06/2025;Shopping Norte;Loja física;2385,14;12;198,76;Jd. America;M;39;2397,36;Inadimplente;15/03/2026
C01715;CLI01493;07/11/2025;Zona Leste;Loja física;1667,76;10;166,78;Bela Vista;F;33;3208,2;Em dia;15/03/2026
C01716;CLI00284;26/10/2024;Online;Loja física;1653,05;18;91,84;Parque das Flores;M;77;2925,75;Em dia;15/03/2026
C01717;CLI02345;15/09/2025;Shopping Norte;Televendas;5097,38;10;509,74;Vila Progresso;M;66;3546,76;Em dia;15/03/2026
C01718;CLI00115;18/12/2024;Zona Leste;Loja física;1509,96;10;151,0;Jardim América;F;42;1177,75;Quitado;15/03/2026
C01719;CLI00989;26/05/2025;Centro;Site;3117,35;24;129,89;Cidade Nova;M;46;3609,59;Inadimplente;15/03/2026
C01720;CLI01931;12/09/2025;Zona Leste;Loja física;2276,24;12;189,69;Vila Progresso;M;61;2077,87;Inadimplente;15/03/2026
C01721;CLI01795;07/10/2025;Centro;Site;3410,8;12;284,23;Vila Progresso;F;32;2454,76;Inadimplente;15/03/2026
C01722;CLI01370;15/08/2024;Shopping Norte;Loja física;1358,97;18;75,5;Jd. America;M;55;2260,75;Inadimplente;15/03/2026
C01723;CLI02619;20/08/2024;Online;Loja física;2190,93;24;91,29;Bela Vista;F;54;1441,02;Em dia;15/03/2026
C01724;CLI02348;12/07/2025;Online;Loja física;3056,62;18;169,81;Centro;M;42;4568,88;Em dia;15/03/2026
C01725;CLI02308;14/12/2024;Shopping Norte;Televendas;3995,13;6;665,86;Centro;F;55;3130,52;Quitado;15/03/2026
C01727;CLI00848;24/04/2025;Zona Leste;Loja física;2591,05;12;215,92;Cidade Nova;M;50;3138,55;Inadimplente;15/03/2026
C01728;CLI02773;22/10/2025;Zona Leste;Loja física;1981,66;6;330,28;Centro;M;51;3341,04;Inadimplente;15/03/2026
C01729;CLI01775;09/04/2025;Centro;Loja física;1667,67;24;69,49;Alto da Serra;F;55;2132,82;Inadimplente;15/03/2026
C01730;CLI00272;26/03/2025;Zona Leste;Loja física;2275,81;24;94,83;Jardim Botânico;F;36;3754,94;Inadimplente;15/03/2026
C01731;CLI00874;09/09/2024;Centro;Loja física;2146,28;6;357,71;Centro;F;58;1236,51;Inadimplente;15/03/2026
C01732;CLI00548;11/02/2025;Centro;Loja física;2171,85;12;180,99;Bela Vista;F;31;2071,71;Inadimplente;15/03/2026
C01733;CLI01591;18/06/2025;Online;Loja física;1657,82;10;165,78;Centro;M;21;2843,55;Em dia;15/03/2026
C01734;CLI02604;23/03/2025;Shopping Norte;Loja física;1257,1;18;69,84;Parque das Flores;M;24;1509,83;Em dia;15/03/2026
C01735;CLI02074;15/10/2025;Centro;Loja física;1786,67;10;178,67;Centro;M;30;4129,86;Inadimplente;15/03/2026
C01736;CLI01976;08/04/2025;Zona Leste;Loja física;1574,49;10;157,45;Vila Progresso;M;18;4565,31;Quitado;15/03/2026
C01737;CLI02687;16/07/2025;Zona Leste;Loja física;850,87;6;141,81;Bela Vista;M;59;3302,7;Quitado;15/03/2026
C01738;CLI02305;18/05/2025;Shopping Norte;Loja física;2045,99;12;170,5;Cidade Nova;M;51;2373,31;Inadimplente;15/03/2026
C01739;CLI00516;01/08/2024;Online;Loja física;3213,95;12;267,83;Jardim América;F;18;7157,2;Inadimplente;15/03/2026
C01740;CLI01623;10/10/2025;Centro;Site;2172,45;24;90,52;Jd. America;F;36;4232,51;Inadimplente;15/03/2026
C01741;CLI01327;14/09/2024;Centro;Loja física;2327,49;12;193,96;Centro;F;41;1188,22;Quitado;15/03/2026
C01742;CLI00987;05/06/2025;Shopping Norte;Loja física;880,21;12;73,35;Vila Progresso;M;18;3535,6;Inadimplente;15/03/2026
C01743;CLI01945;04/08/2024;Centro;Loja física;1895,68;18;105,32;Bela Vista;F;45;3325,07;Inadimplente;15/03/2026
C01744;CLI02177;11/05/2025;Online;Loja física;2690,18;10;269,02;Alto da Serra;M;60;2550,28;Inadimplente;15/03/2026
C01745;CLI02447;15/04/2025;Zona Leste;Loja física;2019,74;10;201,97;Centro;M;56;4244,24;Quitado;15/03/2026
C01746;CLI00408;26/10/2025;Online;Loja física;4434,75;18;246,38;Centro;M;33;2741,63;Em dia;15/03/2026
C01748;CLI00503;30/09/2025;Online;Loja física;1978,4;24;82,43;Jd. America;M;22;2059,32;Inadimplente;15/03/2026
C01749;CLI01223;14/07/2024;Zona Leste;Loja física;2545,44;10;254,54;Parque das Flores;F;51;2295,57;Quitado;15/03/2026
C01750;CLI00624;10/11/2025;Centro;Site;1298,29;18;72,13;Centro;M;44;3626,73;Em dia;15/03/2026
C01751;CLI00200;09/09/2024;Shopping Norte;Loja física;2167,58;24;90,32;Jardim América;M;21;2515,48;Inadimplente;15/03/2026
C01752;CLI02594;20/08/2025;Zona Leste;Televendas;11315,98;18;628,67;Centro;F;38;1628,27;Inadimplente;15/03/2026
C01753;CLI00823;06/09/2025;Online;Loja física;3226,84;24;134,45;Alto da Serra;M;32;3302,81;Inadimplente;15/03/2026
C01754;CLI00020;22/10/2025;Online;Loja física;3219,37;24;134,14;Jardim América;M;54;1397,32;Inadimplente;15/03/2026
C01756;CLI00896;31/08/2024;Online;Loja física;986,23;6;164,37;Bela Vista;M;52;1982,49;Quitado;15/03/2026
C01758;CLI00018;18/02/2025;Online;Loja física;3248,02;10;324,8;Centro;M;61;6749,75;Quitado;15/03/2026
C01759;CLI01315;31/10/2025;Shopping Norte;Loja física;1830,53;6;305,09;Vila Progresso;M;41;1184,13;Inadimplente;15/03/2026
C01760;CLI00833;10/01/2025;Zona Leste;Loja física;2415,58;24;100,65;Alto da Serra;F;61;5145,36;Inadimplente;15/03/2026
C01761;CLI00998;05/08/2025;Centro;Loja física;1757,72;10;175,77;Jardim América;F;36;3181,7;Em dia;15/03/2026
C01762;CLI00624;18/10/2025;Centro;Site;1483,6;10;148,36;Jardim Botânico;F;43;1258,18;Inadimplente;15/03/2026
C01763;CLI01143;20/05/2025;Centro;Televendas;3347,85;6;557,98;Cidade Nova;M;31;2147,13;Inadimplente;15/03/2026
C01764;CLI01814;15/02/2025;Zona Leste;Loja física;958,25;10;95,82;Bela Vista;F;40;2880,32;Quitado;15/03/2026
C01765;CLI00250;14/08/2024;Shopping Norte;Loja física;1195,89;12;99,66;Centro;F;18;1289,27;Quitado;15/03/2026
C01766;CLI01099;24/07/2025;Zona Leste;Televendas;2594,4;10;259,44;Cidade Nova;F;45;2851,52;Em dia;15/03/2026
C01767;CLI01914;22/09/2025;Zona Leste;Televendas;1504,86;10;150,49;Jardim Botânico;F;35;2442,05;Em dia;15/03/2026
C01769;CLI00556;19/07/2025;Shopping Norte;Televendas;807,58;6;134,6;Jd. America;M;36;2240,34;Inadimplente;15/03/2026
C01770;CLI01484;05/09/2025;Shopping Norte;Televendas;3367,37;12;280,61;Jardim América;M;22;3178,29;Em dia;15/03/2026
C01772;CLI00675;29/01/2025;Zona Leste;Site;3159,72;12;263,31;Centro;F;52;2046,43;Inadimplente;15/03/2026
C01773;CLI02347;29/08/2024;Centro;Loja física;3090,93;12;257,58;Bela Vista;M;22;2343,01;Inadimplente;15/03/2026
C01774;CLI01788;13/02/2025;Online;Loja física;3302,02;24;137,58;Alto da Serra;M;42;4482,02;Em dia;15/03/2026
C01775;CLI01470;11/11/2025;Shopping Norte;Televendas;731,38;10;73,14;Jardim Botânico;M;36;5058,96;Em dia;15/03/2026
C01776;CLI02023;03/07/2024;Shopping Norte;Loja física;2062,27;10;206,23;Cidade Nova;F;51;1947,34;Quitado;15/03/2026
C01777;CLI01326;08/07/2025;Online;Loja física;1492,17;24;62,17;Cidade Nova;F;19;1587,37;Inadimplente;15/03/2026
C01778;CLI00027;26/04/2025;Centro;Site;1856,36;10;185,64;Parque das Flores;F;18;4544,79;Inadimplente;15/03/2026
C01779;CLI02079;03/09/2025;Centro;Televendas;3265,86;10;326,59;Jardim América;M;42;2299,9;Em dia;15/03/2026
C01780;CLI01756;09/08/2025;Shopping Norte;Loja física;2495,36;24;103,97;Jardim Botânico;F;43;1108,08;Inadimplente;15/03/2026
C01781;CLI01239;03/09/2024;Shopping Norte;Loja física;1907,57;24;79,48;Parque das Flores;F;36;3923,52;Inadimplente;15/03/2026
C01782;CLI02484;04/12/2024;Shopping Norte;Site;2909,78;18;161,65;Parque das Flores;F;45;4011,04;Em dia;15/03/2026
C01783;CLI00460;06/11/2024;Shopping Norte;Loja física;1764,13;10;176,41;Vila Progresso;M;42;2142,7;Inadimplente;15/03/2026
C01785;CLI02194;03/11/2025;Centro;Loja física;1906,92;18;105,94;Parque das Flores;M;47;2312,29;Quitado;15/03/2026
C01786;CLI00683;25/07/2024;Online;Site;1289,38;6;214,9;Parque das Flores;M;54;2579,07;Quitado;15/03/2026
C01789;CLI01238;22/06/2025;Online;Loja física;3154,92;12;262,91;Cidade Nova;M;47;2498,02;Inadimplente;15/03/2026
C01790;CLI02550;15/07/2025;Centro;Loja física;3268,55;12;272,38;Vila Progresso;M;58;2866,39;Em dia;15/03/2026
C01791;CLI00302;28/12/2024;Online;Loja física;2704,96;10;270,5;Cidade Nova;M;37;1986,07;Inadimplente;15/03/2026
C01793;CLI01723;09/08/2025;Centro;Loja física;1399,87;10;139,99;Parque das Flores;F;36;4689,27;Em dia;15/03/2026
C01794;CLI01601;01/11/2024;Shopping Norte;Loja física;1356,69;10;135,67;Vila Progresso;M;40;2913,95;Inadimplente;15/03/2026
C01795;CLI02254;11/07/2025;Online;Loja física;1960,78;24;81,7;Cidade Nova;F;37;1831,66;Inadimplente;15/03/2026
C01797;CLI02089;24/08/2025;Centro;Televendas;3530,95;24;147,12;Jardim Botânico;M;31;1498,07;Inadimplente;15/03/2026
C01798;CLI02151;17/09/2025;Shopping Norte;Televendas;3496,0;6;582,67;Cidade Nova;M;35;2022,43;Inadimplente;15/03/2026
C01800;CLI00040;30/12/2024;Shopping Norte;Loja física;2855,69;12;237,97;Centro;M;53;4810,96;Quitado;15/03/2026
C01801;CLI00851;11/12/2024;Zona Leste;Loja física;1835,55;12;152,96;Bela Vista;M;44;3981,33;Quitado;15/03/2026
C01802;CLI02288;26/07/2024;Centro;Loja física;1520,16;12;126,68;Bela Vista;M;48;1327,04;Inadimplente;15/03/2026
C01803;CLI01913;13/11/2024;Shopping Norte;Loja física;2510,47;24;104,6;Bela Vista;F;41;2827,74;Inadimplente;15/03/2026
C01804;CLI02512;03/09/2024;Centro;Loja física;1990,94;12;165,91;Parque das Flores;F;44;2488,3;Quitado;15/03/2026
C01805;CLI00884;22/09/2025;Zona Leste;Loja física;1225,91;18;68,11;Vila Progresso;M;39;4215,29;Em dia;15/03/2026
C01807;CLI00925;25/06/2024;Online;Loja física;728,86;10;72,89;Parque das Flores;F;23;3690,15;Quitado;15/03/2026
C01809;CLI00933;26/03/2025;Shopping Norte;Loja física;2344,73;12;195,39;Jardim Botânico;M;47;2320,39;Em dia;15/03/2026
C01811;CLI00119;28/08/2024;Zona Leste;Loja física;2010,27;12;167,52;Jardim Botânico;F;47;2871,29;Quitado;15/03/2026
C01813;CLI01956;26/07/2025;Online;Loja física;731,93;12;60,99;Jardim América;F;45;5265,09;Em dia;15/03/2026
C01815;CLI00095;19/07/2024;Shopping Norte;Loja física;4908,93;12;409,08;Centro;F;45;3146,99;Quitado;15/03/2026
C01816;CLI01549;06/09/2024;Zona Leste;Loja física;2451,13;6;408,52;Alto da Serra;F;39;2076,04;Inadimplente;15/03/2026
C01817;CLI02054;10/11/2024;Zona Leste;Loja física;1460,24;6;243,37;Cidade Nova;F;39;4738,31;Quitado;15/03/2026
C01818;CLI00042;25/11/2024;Zona Leste;Loja física;874,13;10;87,41;Centro;F;34;2524,07;Inadimplente;15/03/2026
C01819;CLI01520;15/07/2025;Centro;Loja física;1438,04;10;143,8;Bela Vista;F;31;1254,04;Em dia;15/03/2026
C01820;CLI02539;20/09/2025;Centro;Loja física;902,21;6;150,37;Vila Progresso;M;21;3482,77;Em dia;15/03/2026
C01821;CLI02566;11/10/2025;Zona Leste;Loja física;1293,96;24;53,92;Vila Progresso;M;31;1698,38;Em dia;15/03/2026
C01822;CLI02070;27/12/2024;Zona Leste;Loja física;859,13;10;85,91;Centro;F;60;4505,85;Quitado;15/03/2026
C01823;CLI02319;10/01/2025;Zona Leste;Loja física;1413,87;24;58,91;Jardim América;M;68;2918,93;Em dia;15/03/2026
C01824;CLI02010;19/02/2025;Shopping Norte;Loja física;1018,16;10;101,82;Parque das Flores;F;36;3091,93;Quitado;15/03/2026
C01825;CLI02629;15/12/2024;Zona Leste;Loja física;1099,76;6;183,29;Jardim Botânico;M;43;1725,84;Quitado;15/03/2026
C01826;CLI02096;27/02/2025;Centro;Loja física;2312,93;10;231,29;Jd. America;M;48;2838,08;Quitado;15/03/2026
C01827;CLI01416;25/06/2024;Shopping Norte;Site;3538,13;18;196,56;Centro;F;18;5280,17;Inadimplente;15/03/2026
C01828;CLI02594;07/11/2025;Shopping Norte;Site;1260,11;12;105,01;Parque das Flores;F;35;1949,04;Em dia;15/03/2026
C01829;CLI00504;28/08/2025;Shopping Norte;Site;1243,02;18;69,06;Jardim Botânico;M;47;5515,83;Em dia;15/03/2026
C01830;CLI02287;12/05/2025;Zona Leste;Loja física;4365,65;12;363,8;Centro;F;21;3879,08;Em dia;15/03/2026
C01831;CLI00121;19/02/2025;Zona Leste;Loja física;2565,49;10;256,55;Jardim América;M;18;2677,03;Inadimplente;15/03/2026
C01832;CLI02751;15/06/2024;Zona Leste;Loja física;1053,77;24;43,91;Vila Progresso;F;76;2392,18;Em dia;15/03/2026
C01833;CLI02458;04/03/2025;Zona Leste;Loja física;4579,95;12;381,66;Alto da Serra;F;33;5633,1;Quitado;15/03/2026
C01834;CLI00004;27/10/2025;Centro;Televendas;3489,01;24;145,38;Parque das Flores;F;29;1334,21;Em dia;15/03/2026
C01835;CLI02655;22/07/2024;Centro;Site;2639,82;12;219,98;Centro;F;26;1842,54;Inadimplente;15/03/2026
C01836;CLI02214;30/10/2024;Zona Leste;Loja física;674,18;10;67,42;Alto da Serra;F;50;2021,57;Inadimplente;15/03/2026
C01837;CLI00621;20/02/2025;Zona Leste;Loja física;2313,44;24;96,39;Cidade Nova;M;137;2077,61;Inadimplente;15/03/2026
C01839;CLI01668;11/03/2025;Online;Loja física;2078,54;12;173,21;Jardim Botânico;M;48;1492,48;Inadimplente;15/03/2026
C01840;CLI02399;27/08/2025;Online;Loja física;690,34;24;28,76;Parque das Flores;M;54;1368,27;Inadimplente;15/03/2026
C01841;CLI00943;30/06/2024;Zona Leste;Loja física;2013,79;12;167,82;Parque das Flores;F;71;2505,8;Quitado;15/03/2026
C01842;CLI00883;03/04/2025;Centro;Loja física;532,77;18;29,6;Alto da Serra;F;55;3258,81;Em dia;15/03/2026
C01843;CLI00088;23/01/2025;Zona Leste;Site;1418,65;10;141,86;Bela Vista;F;43;1038,35;Quitado;15/03/2026
C01844;CLI02726;20/07/2025;Zona Leste;Loja física;1132,79;18;62,93;Bela Vista;F;45;2506,39;Em dia;15/03/2026
C01845;CLI00790;28/03/2025;Centro;Loja física;3546,93;18;197,05;Jardim Botânico;F;56;3190,12;Inadimplente;15/03/2026
C01846;CLI02134;31/07/2024;Online;Loja física;6691,03;24;278,79;Centro;M;43;2659,82;Inadimplente;15/03/2026
C01847;CLI01684;15/07/2025;Shopping Norte;Loja física;2260,55;10;226,06;Vila Progresso;F;45;2003,28;Em dia;15/03/2026
C01848;CLI01634;25/03/2025;Zona Leste;Loja física;1790,2;6;298,37;Parque das Flores;F;39;2401,09;Quitado;15/03/2026
C01850;CLI02034;04/02/2025;Centro;Loja física;440,71;6;73,45;Vila Progresso;M;46;2179,98;Inadimplente;15/03/2026
C01851;CLI00998;08/07/2025;Centro;Televendas;3451,31;18;191,74;Parque das Flores;F;39;3118,3;Em dia;15/03/2026
C01852;CLI00997;09/01/2025;Centro;Site;4646,62;24;193,61;Jardim Botânico;F;25;7750,9;Em dia;15/03/2026
C01853;CLI01152;04/09/2024;Centro;Loja física;3515,84;18;195,32;Centro;M;66;2458,65;Quitado;15/03/2026
C01854;CLI01521;24/12/2024;Zona Leste;Loja física;1003,52;12;83,63;Parque das Flores;M;33;1250,66;Quitado;15/03/2026
C01855;CLI01766;20/02/2025;Shopping Norte;Site;3081,59;18;171,2;Alto da Serra;M;32;1710,51;Inadimplente;15/03/2026
C01856;CLI02714;14/02/2025;Zona Leste;Site;1640,32;12;136,69;Bela Vista;F;35;3242,89;Quitado;15/03/2026
C01857;CLI00716;27/09/2024;Zona Leste;Televendas;1105,64;18;61,42;Vila Progresso;M;39;1982,84;Inadimplente;15/03/2026
C01858;CLI02158;12/06/2025;Centro;Loja física;1146,12;10;114,61;Jardim Botânico;M;48;2246,94;Em dia;15/03/2026
C01859;CLI01318;17/08/2025;Online;Loja física;2359,94;6;393,32;Jardim Botânico;M;23;4811,33;Inadimplente;15/03/2026
C01860;CLI02125;21/04/2025;Zona Leste;Loja física;3177,79;18;176,54;Alto da Serra;F;35;2560,46;Inadimplente;15/03/2026
C01861;CLI02690;29/09/2024;Shopping Norte;Loja física;3187,49;10;318,75;Jardim Botânico;M;44;2455,37;Quitado;15/03/2026
C01862;CLI02408;05/09/2024;Centro;Site;4194,0;12;349,5;Centro;F;23;2647,59;Quitado;15/03/2026
C01863;CLI02214;21/01/2025;Centro;Loja física;1895,92;12;157,99;Bela Vista;F;63;2304,23;Quitado;15/03/2026
C01864;CLI00186;26/08/2025;Shopping Norte;Loja física;8660,59;18;481,14;Jardim Botânico;F;52;1974,41;Inadimplente;15/03/2026
C01865;CLI01638;29/08/2024;Zona Leste;Loja física;2627,44;12;218,95;Jardim América;F;41;2176,98;Inadimplente;15/03/2026
C01866;CLI00311;29/01/2025;Centro;Site;807,03;18;44,84;Jardim Botânico;F;37;3421,67;Em dia;15/03/2026
C01867;CLI00134;24/01/2025;Centro;Loja física;670,05;6;111,68;Alto da Serra;M;34;3062,18;Quitado;15/03/2026
C01868;CLI02723;04/03/2025;Centro;Loja física;2296,45;18;127,58;Centro;M;37;5350,4;Em dia;15/03/2026
C01869;CLI01840;02/07/2024;Zona Leste;Loja física;4298,49;6;716,42;Vila Progresso;F;52;3755,36;Quitado;15/03/2026
C01870;CLI00563;07/03/2025;Shopping Norte;Loja física;1041,82;18;57,88;Cidade Nova;F;46;1464,18;Em dia;15/03/2026
C01871;CLI00879;23/10/2024;Zona Leste;Loja física;1462,68;12;121,89;Jardim América;M;60;3332,46;Quitado;15/03/2026
C01873;CLI01522;28/11/2024;Zona Leste;Loja física;1417,45;18;78,75;Parque das Flores;F;66;1851,19;Inadimplente;15/03/2026
C01874;CLI00515;12/02/2025;Centro;Site;2539,66;12;211,64;Jardim América;M;43;2714,65;Quitado;15/03/2026
C01875;CLI00043;12/07/2024;Centro;Loja física;1080,36;12;90,03;Alto da Serra;F;40;4707,92;Quitado;15/03/2026
C01876;CLI00370;16/02/2025;Centro;Site;1155,18;10;115,52;Cidade Nova;M;47;1924,29;Inadimplente;15/03/2026
C01877;CLI02751;02/05/2025;Online;Loja física;2782,77;10;278,28;Jd. America;F;50;3399,56;Quitado;15/03/2026
C01878;CLI00318;30/11/2024;Centro;Loja física;2773,12;12;231,09;Cidade Nova;F;36;2498,48;Inadimplente;15/03/2026
C01879;CLI01908;29/09/2024;Zona Leste;Loja física;6609,07;10;660,91;Parque das Flores;M;26;3030,65;Inadimplente;15/03/2026
C01880;CLI00094;27/03/2025;Online;Loja física;4786,04;24;199,42;Jardim América;F;52;2442,25;Inadimplente;15/03/2026
C01881;CLI01787;15/01/2025;Shopping Norte;Site;1777,53;10;177,75;Vila Progresso;F;44;1624,27;Inadimplente;15/03/2026
C01882;CLI00595;02/10/2025;Zona Leste;Site;1969,89;6;328,32;Centro;M;51;1925,38;Em dia;15/03/2026
C01883;CLI02337;25/07/2024;Zona Leste;Loja física;1990,0;12;165,83;Cidade Nova;M;41;1639,85;Quitado;15/03/2026
C01884;CLI00037;09/10/2025;Centro;Loja física;789,97;18;43,89;Jd. America;M;43;2362,98;Em dia;15/03/2026
C01886;CLI01033;04/09/2024;Zona Leste;Loja física;2019,69;10;201,97;Vila Progresso;M;52;3615,34;Inadimplente;15/03/2026
C01887;CLI02009;03/11/2025;Shopping Norte;Site;932,44;18;51,8;Bela Vista;F;23;1970,9;Em dia;15/03/2026
C01888;CLI02741;03/09/2025;Zona Leste;Loja física;758,34;10;75,83;Vila Progresso;M;25;3919,46;Em dia;15/03/2026
C01889;CLI01085;18/06/2024;Zona Leste;Loja física;2671,05;24;111,29;Bela Vista;F;78;2778,22;Em dia;15/03/2026
C01890;CLI01385;13/11/2025;Centro;Loja física;3187,67;12;265,64;Cidade Nova;F;52;2185,75;Em dia;15/03/2026
C01891;CLI00111;14/09/2024;Zona Leste;Loja física;1224,68;10;122,47;Vila Progresso;M;48;3523,26;Quitado;15/03/2026
C01892;CLI00464;20/02/2025;Shopping Norte;Loja física;1819,71;6;303,29;Centro;F;38;2993,11;Quitado;15/03/2026
C01894;CLI00264;02/01/2025;Centro;Televendas;1284,72;24;53,53;Parque das Flores;M;31;2636,86;Inadimplente;15/03/2026
C01895;CLI00308;20/03/2025;Centro;Loja física;697,71;12;58,14;Vila Progresso;M;29;6001,42;Quitado;15/03/2026
C01896;CLI01881;05/11/2025;Online;Site;610,22;18;33,9;Bela Vista;M;34;3295,1;Inadimplente;15/03/2026
C01897;CLI02117;26/05/2025;Shopping Norte;Loja física;6128,14;12;510,68;Vila Progresso;M;34;2485,43;Inadimplente;15/03/2026
C01898;CLI02617;16/02/2025;Centro;Televendas;3257,96;12;271,5;Jd. America;M;31;1563,14;Inadimplente;15/03/2026
C01900;CLI01431;13/10/2025;Online;Loja física;666,41;6;111,07;Alto da Serra;M;36;4039,58;Em dia;15/03/2026
C01901;CLI01457;09/07/2024;Centro;Site;2422,56;18;134,59;Vila Progresso;F;45;2829,45;Quitado;15/03/2026
C01902;CLI00211;23/07/2024;Zona Leste;Loja física;2460,32;12;205,03;Bela Vista;M;30;1383,95;Quitado;15/03/2026
C01903;CLI02708;31/08/2025;Zona Leste;Loja física;5089,29;6;848,22;Jardim América;F;51;3882,81;Inadimplente;15/03/2026
C01904;CLI01397;28/05/2025;Centro;Loja física;1528,07;10;152,81;Parque das Flores;F;47;2941,1;Em dia;15/03/2026
C01905;CLI02113;06/06/2025;Shopping Norte;Loja física;1616,75;6;269,46;Vila Progresso;F;55;2929,88;Inadimplente;15/03/2026
C01906;CLI01053;22/04/2025;Online;Loja física;2003,44;24;83,48;Parque das Flores;F;41;3748,6;Em dia;15/03/2026
C01907;CLI01018;15/11/2025;Centro;Site;1853,36;6;308,89;Centro;F;58;2529,94;Inadimplente;15/03/2026
C01908;CLI01191;11/08/2025;Centro;Loja física;904,7;12;75,39;Parque das Flores;M;43;2611,63;Em dia;15/03/2026
C01910;CLI01825;22/02/2025;Zona Leste;Loja física;1300,05;18;72,22;Jardim Botânico;F;50;3491,37;Em dia;15/03/2026
C01911;CLI02381;25/02/2025;Zona Leste;Loja física;5988,91;6;998,15;Cidade Nova;M;32;2038,2;Inadimplente;15/03/2026
C01912;CLI01115;30/07/2025;Zona Leste;Loja física;2560,84;18;142,27;Jardim América;M;45;5444,18;Quitado;15/03/2026
C01913;CLI02485;24/12/2024;Shopping Norte;Loja física;2435,55;12;202,96;Jardim Botânico;M;24;2266,04;Quitado;15/03/2026
C01914;CLI00241;03/02/2025;Shopping Norte;Site;2078,88;12;173,24;Centro;F;18;3740,53;Quitado;15/03/2026
C01915;CLI00538;03/11/2025;Centro;Site;2422,81;18;134,6;Cidade Nova;M;35;3175,97;Em dia;15/03/2026
C01916;CLI01536;22/07/2025;Shopping Norte;Loja física;5661,75;12;471,81;Cidade Nova;F;24;4388,51;Inadimplente;15/03/2026
C01918;CLI00336;16/04/2025;Online;Loja física;1311,09;24;54,63;Cidade Nova;M;78;3935,09;Em dia;15/03/2026
C01919;CLI00014;31/05/2025;Centro;Loja física;2520,44;18;140,02;Parque das Flores;M;34;2851,25;Em dia;15/03/2026
C01920;CLI02537;20/07/2025;Shopping Norte;Loja física;776,42;18;43,13;Jd. America;M;23;3051,34;Inadimplente;15/03/2026
C01921;CLI01425;18/08/2025;Centro;Site;1637,29;24;68,22;Vila Progresso;F;50;1698,83;Inadimplente;15/03/2026
C01922;CLI00901;06/09/2025;Centro;Televendas;2835,41;12;236,28;Jardim Botânico;F;42;1471,03;Inadimplente;15/03/2026
