id_contrato;data_ocorrencia;tipo_ocorrencia;canal
C00976;12/01/2026;Segunda via de boleto;Loja
C00977;15/07/2025;Reclamacao de entrega;Loja
C00977;01/09/2025;Duvida sobre produto;Telefone
C00977;06/12/2025;Segunda via de boleto;Loja
C00978;11/09/2025;Segunda via de boleto;WhatsApp
C00978;09/03/2026;Negociacao de divida;Telefone
C00979;16/02/2026;Negociacao de divida;WhatsApp
C00981;20/02/2026;Negociacao de divida;Telefone
C00983;27/11/2025;Solicitacao de assistencia tecnica;Site
C00984;14/10/2025;Segunda via de boleto;Loja
C00984;09/12/2025;Segunda via de boleto;WhatsApp
C00984;05/02/2026;Duvida sobre produto;Telefone
C00984;14/03/2026;Negociacao de divida;WhatsApp
C00988;20/12/2024;Segunda via de boleto;Telefone
C00988;21/03/2025;Segunda via de boleto;Telefone
C00988;22/06/2025;Negociacao de divida;WhatsApp
C00990;03/12/2025;Segunda via de boleto;WhatsApp
C00992;01/08/2025;Atualizacao cadastral;Site
C00992;11/08/2025;Segunda via de boleto;Telefone
C00992;02/11/2025;Segunda via de boleto;Telefone
C00993;05/05/2025;Duvida sobre produto;WhatsApp
C00993;09/02/2026;Negociacao de divida;Telefone
C00995;31/12/2025;Segunda via de boleto;Telefone
C00995;06/02/2026;Negociacao de divida;WhatsApp
C00996;21/09/2025;Atualizacao cadastral;Site
C00996;29/09/2025;Segunda via de boleto;Loja
C01000;10/02/2025;Atualizacao cadastral;WhatsApp
C01000;22/03/2025;Atualizacao cadastral;WhatsApp
C01001;01/02/2026;Atualizacao cadastral;Site
C01002;15/06/2025;Duvida sobre produto;Loja
C01002;15/11/2025;Duvida sobre produto;Site
C01002;05/12/2025;Segunda via de boleto;Loja
C01002;22/02/2026;Negociacao de divida;Telefone
C01004;17/11/2024;Reclamacao de entrega;Telefone
C01005;20/11/2024;Atualizacao cadastral;WhatsApp
C01006;08/12/2025;Solicitacao de assistencia tecnica;Telefone
C01006;31/01/2026;Reclamacao de entrega;WhatsApp
C01008;05/05/2025;Segunda via de boleto;WhatsApp
C01008;25/09/2025;Negociacao de divida;WhatsApp
C01010;20/10/2025;Solicitacao de assistencia tecnica;Site
C01011;13/05/2025;Duvida sobre produto;Site
C01011;07/06/2025;Segunda via de boleto;WhatsApp
C01011;14/06/2025;Reclamacao de entrega;WhatsApp
C01012;10/10/2025;Segunda via de boleto;Telefone
C01012;12/12/2025;Duvida sobre produto;Loja
C01013;23/08/2025;Segunda via de boleto;Telefone
C01013;23/10/2025;Negociacao de divida;WhatsApp
C01014;05/12/2025;Reclamacao de entrega;Loja
C01014;03/03/2026;Reclamacao de entrega;Site
C01016;24/11/2025;Segunda via de boleto;Telefone
C01016;19/02/2026;Solicitacao de assistencia tecnica;Site
C01021;03/10/2025;Negociacao de divida;Telefone
C01023;29/06/2025;Solicitacao de assistencia tecnica;Loja
C01024;14/01/2026;Segunda via de boleto;Loja
C01027;30/12/2024;Segunda via de boleto;Loja
C01027;20/01/2025;Segunda via de boleto;WhatsApp
C01028;14/01/2026;Segunda via de boleto;Telefone
C01028;14/02/2026;Atualizacao cadastral;Site
C01029;30/08/2025;Duvida sobre produto;Loja
C01029;02/11/2025;Segunda via de boleto;WhatsApp
C01030;01/01/2025;Reclamacao de entrega;Site
C01030;27/06/2025;Segunda via de boleto;Loja
C01030;11/09/2025;Reclamacao de entrega;Site
C01031;11/11/2025;Segunda via de boleto;Loja
C01032;11/05/2025;Reclamacao de entrega;Loja
C01032;17/07/2025;Duvida sobre produto;Telefone
C01034;18/03/2025;Segunda via de boleto;WhatsApp
C01034;31/07/2025;Duvida sobre produto;Site
C01035;01/12/2024;Atualizacao cadastral;Telefone
C01035;27/12/2024;Solicitacao de assistencia tecnica;Telefone
C01035;26/02/2025;Solicitacao de assistencia tecnica;WhatsApp
C01035;01/06/2025;Segunda via de boleto;Loja
C01035;09/07/2025;Segunda via de boleto;WhatsApp
C01035;30/07/2025;Segunda via de boleto;WhatsApp
C01035;14/09/2025;Negociacao de divida;WhatsApp
C01036;21/07/2025;Segunda via de boleto;WhatsApp
C01036;01/02/2026;Negociacao de divida;WhatsApp
C01037;30/09/2025;Duvida sobre produto;Telefone
C01037;13/01/2026;Segunda via de boleto;Telefone
C01038;03/12/2024;Segunda via de boleto;WhatsApp
C01038;21/04/2025;Negociacao de divida;Telefone
C01041;27/11/2025;Segunda via de boleto;Telefone
C01043;24/12/2025;Reclamacao de entrega;Site
C01044;01/02/2026;Atualizacao cadastral;Telefone
C01044;13/02/2026;Negociacao de divida;WhatsApp
C01045;17/02/2026;Negociacao de divida;WhatsApp
C01047;18/10/2025;Atualizacao cadastral;Loja
C01048;08/10/2025;Segunda via de boleto;Telefone
C01048;05/12/2025;Negociacao de divida;Telefone
C01051;24/10/2024;Duvida sobre produto;Loja
C01052;15/07/2025;Segunda via de boleto;Telefone
C01057;29/10/2025;Segunda via de boleto;WhatsApp
C01058;03/11/2025;Segunda via de boleto;WhatsApp
C01059;06/06/2025;Segunda via de boleto;WhatsApp
C01059;02/11/2025;Atualizacao cadastral;WhatsApp
C01062;24/06/2025;Segunda via de boleto;Loja
C01063;01/09/2025;Segunda via de boleto;WhatsApp
C01063;26/02/2026;Negociacao de divida;Telefone
C01064;09/07/2025;Segunda via de boleto;WhatsApp
C01065;20/11/2025;Solicitacao de assistencia tecnica;Telefone
C01065;20/11/2025;Reclamacao de entrega;Site
C01066;08/06/2025;Reclamacao de entrega;WhatsApp
C01067;12/03/2025;Solicitacao de assistencia tecnica;WhatsApp
C01070;28/08/2025;Segunda via de boleto;WhatsApp
C01071;13/02/2026;Negociacao de divida;WhatsApp
C01072;25/03/2025;Solicitacao de assistencia tecnica;Telefone
C01073;30/10/2025;Reclamacao de entrega;Telefone
C01074;12/01/2026;Solicitacao de assistencia tecnica;Telefone
C01074;18/01/2026;Segunda via de boleto;Telefone
C01075;07/01/2026;Segunda via de boleto;Telefone
C01076;01/05/2025;Duvida sobre produto;Loja
C01076;11/10/2025;Segunda via de boleto;Telefone
C01077;09/02/2026;Negociacao de divida;WhatsApp
C01078;20/02/2026;Solicitacao de assistencia tecnica;Telefone
C01079;17/12/2025;Segunda via de boleto;Loja
C01079;27/02/2026;Solicitacao de assistencia tecnica;Site
C01081;07/03/2025;Segunda via de boleto;Telefone
C01083;08/02/2025;Negociacao de divida;WhatsApp
C01084;20/10/2025;Segunda via de boleto;WhatsApp
C01084;08/03/2026;Negociacao de divida;WhatsApp
C01086;11/08/2025;Reclamacao de entrega;Telefone
C01086;27/01/2026;Solicitacao de assistencia tecnica;WhatsApp
C01090;23/11/2025;Duvida sobre produto;WhatsApp
C01090;23/12/2025;Segunda via de boleto;Telefone
C01091;26/11/2025;Reclamacao de entrega;WhatsApp
C01092;09/05/2025;Solicitacao de assistencia tecnica;Loja
C01092;29/07/2025;Solicitacao de assistencia tecnica;Site
C01095;02/05/2025;Solicitacao de assistencia tecnica;WhatsApp
C01095;08/02/2026;Reclamacao de entrega;Site
C01096;21/09/2025;Reclamacao de entrega;Loja
C01096;22/11/2025;Segunda via de boleto;Loja
C01096;17/12/2025;Solicitacao de assistencia tecnica;WhatsApp
C01099;07/02/2026;Negociacao de divida;Telefone
C01100;08/01/2026;Segunda via de boleto;Loja
C01100;22/02/2026;Solicitacao de assistencia tecnica;Telefone
C01101;28/02/2026;Negociacao de divida;Telefone
C01102;05/11/2024;Segunda via de boleto;Loja
C01102;02/05/2025;Negociacao de divida;WhatsApp
C01105;26/02/2025;Solicitacao de assistencia tecnica;Site
C01107;11/05/2025;Atualizacao cadastral;Loja
C01107;09/09/2025;Solicitacao de assistencia tecnica;WhatsApp
C01107;02/12/2025;Duvida sobre produto;Telefone
C01109;15/11/2025;Reclamacao de entrega;Telefone
C01110;22/03/2025;Segunda via de boleto;Loja
C01110;08/10/2025;Solicitacao de assistencia tecnica;WhatsApp
C01111;15/10/2024;Reclamacao de entrega;Loja
C01111;26/12/2024;Reclamacao de entrega;Site
C01111;03/08/2025;Reclamacao de entrega;Site
C01113;26/03/2025;Reclamacao de entrega;Loja
C01113;22/04/2025;Duvida sobre produto;Loja
C01113;26/04/2025;Atualizacao cadastral;Telefone
C01113;10/07/2025;Solicitacao de assistencia tecnica;Loja
C01115;24/12/2024;Duvida sobre produto;Telefone
C01116;22/02/2026;Negociacao de divida;WhatsApp
C01117;22/07/2025;Segunda via de boleto;Telefone
C01118;11/03/2026;Atualizacao cadastral;Site
C01119;24/02/2025;Atualizacao cadastral;Loja
C01120;30/04/2025;Reclamacao de entrega;Telefone
C01120;13/03/2026;Negociacao de divida;Telefone
C01121;29/04/2025;Atualizacao cadastral;Loja
C01121;03/06/2025;Segunda via de boleto;Loja
C01123;01/10/2025;Segunda via de boleto;Loja
C01123;02/01/2026;Reclamacao de entrega;Site
C01124;02/12/2025;Segunda via de boleto;Loja
C01127;14/09/2025;Segunda via de boleto;Telefone
C01127;02/11/2025;Duvida sobre produto;WhatsApp
C01127;13/11/2025;Solicitacao de assistencia tecnica;WhatsApp
C01127;27/01/2026;Segunda via de boleto;WhatsApp
C01128;27/01/2026;Solicitacao de assistencia tecnica;Telefone
C01130;23/09/2025;Segunda via de boleto;Telefone
C01130;04/10/2025;Atualizacao cadastral;Loja
C01131;30/10/2025;Solicitacao de assistencia tecnica;Loja
C01132;25/11/2024;Solicitacao de assistencia tecnica;Telefone
C01136;22/05/2025;Duvida sobre produto;Telefone
C01136;23/06/2025;Solicitacao de assistencia tecnica;Site
C01138;23/09/2025;Segunda via de boleto;Loja
C01138;23/10/2025;Segunda via de boleto;WhatsApp
C01140;03/01/2026;Segunda via de boleto;WhatsApp
C01143;14/01/2026;Segunda via de boleto;Loja
C01143;22/02/2026;Negociacao de divida;WhatsApp
C01144;26/11/2025;Solicitacao de assistencia tecnica;WhatsApp
C01145;25/10/2025;Duvida sobre produto;Site
C01145;11/11/2025;Reclamacao de entrega;Loja
C01145;11/03/2026;Solicitacao de assistencia tecnica;Telefone
C01148;10/08/2024;Segunda via de boleto;Telefone
C01148;02/01/2025;Atualizacao cadastral;Telefone
C01150;05/07/2024;Segunda via de boleto;Telefone
C01155;11/11/2025;Segunda via de boleto;WhatsApp
C01155;26/12/2025;Segunda via de boleto;Telefone
C01155;27/12/2025;Segunda via de boleto;Telefone
C01155;22/01/2026;Duvida sobre produto;Telefone
C01157;22/06/2025;Solicitacao de assistencia tecnica;Telefone
C01157;16/10/2025;Segunda via de boleto;WhatsApp
C01158;06/07/2025;Duvida sobre produto;WhatsApp
C01161;27/06/2025;Solicitacao de assistencia tecnica;Site
C01164;23/07/2025;Segunda via de boleto;Loja
C01164;13/10/2025;Segunda via de boleto;Telefone
C01164;06/01/2026;Solicitacao de assistencia tecnica;Loja
C01164;26/02/2026;Solicitacao de assistencia tecnica;Telefone
C01164;11/03/2026;Negociacao de divida;Telefone
C01165;12/01/2026;Solicitacao de assistencia tecnica;Site
C01169;12/12/2024;Reclamacao de entrega;WhatsApp
C01169;28/11/2025;Solicitacao de assistencia tecnica;Telefone
C01170;28/12/2025;Solicitacao de assistencia tecnica;Telefone
C01170;23/02/2026;Negociacao de divida;WhatsApp
C01173;16/12/2025;Segunda via de boleto;WhatsApp
C01174;08/12/2025;Segunda via de boleto;WhatsApp
C01178;05/10/2025;Segunda via de boleto;Loja
C01179;13/04/2025;Solicitacao de assistencia tecnica;WhatsApp
C01179;12/12/2025;Negociacao de divida;WhatsApp
C01180;26/07/2025;Segunda via de boleto;Telefone
C01180;26/08/2025;Reclamacao de entrega;Telefone
C01182;23/09/2025;Segunda via de boleto;Telefone
C01183;13/06/2025;Atualizacao cadastral;Telefone
C01183;30/07/2025;Duvida sobre produto;Site
C01183;06/08/2025;Solicitacao de assistencia tecnica;WhatsApp
C01184;23/11/2025;Segunda via de boleto;Loja
C01184;15/12/2025;Segunda via de boleto;Loja
C01184;01/02/2026;Negociacao de divida;WhatsApp
C01187;11/01/2026;Solicitacao de assistencia tecnica;WhatsApp
C01191;08/03/2025;Duvida sobre produto;Telefone
C01196;12/12/2024;Segunda via de boleto;Loja
C01196;10/05/2025;Negociacao de divida;WhatsApp
C01198;10/07/2025;Segunda via de boleto;Loja
C01198;07/10/2025;Atualizacao cadastral;Site
C01199;27/12/2025;Segunda via de boleto;Telefone
C01200;16/08/2025;Reclamacao de entrega;Site
C01203;26/10/2025;Solicitacao de assistencia tecnica;Telefone
C01205;05/10/2025;Reclamacao de entrega;WhatsApp
C01205;08/10/2025;Atualizacao cadastral;WhatsApp
C01207;04/06/2025;Segunda via de boleto;WhatsApp
C01208;28/07/2025;Negociacao de divida;Telefone
C01210;13/01/2025;Segunda via de boleto;Loja
C01210;29/06/2025;Negociacao de divida;WhatsApp
C01211;07/04/2025;Reclamacao de entrega;Telefone
C01211;31/07/2025;Atualizacao cadastral;Loja
C01211;17/09/2025;Solicitacao de assistencia tecnica;Site
C01211;21/02/2026;Negociacao de divida;Telefone
C01216;15/11/2025;Segunda via de boleto;Telefone
C01216;03/12/2025;Segunda via de boleto;Loja
C01216;26/01/2026;Negociacao de divida;Telefone
C01217;04/03/2025;Segunda via de boleto;Loja
C01222;08/12/2025;Segunda via de boleto;Loja
C01222;24/01/2026;Negociacao de divida;WhatsApp
C01225;18/09/2025;Reclamacao de entrega;WhatsApp
C01225;12/03/2026;Reclamacao de entrega;Telefone
C01226;17/01/2026;Solicitacao de assistencia tecnica;Site
C01227;03/08/2025;Segunda via de boleto;Telefone
C01227;24/12/2025;Segunda via de boleto;WhatsApp
C01228;05/07/2025;Segunda via de boleto;Telefone
C01228;12/07/2025;Segunda via de boleto;WhatsApp
C01230;20/08/2025;Segunda via de boleto;Telefone
C01230;28/09/2025;Segunda via de boleto;WhatsApp
C01230;14/12/2025;Segunda via de boleto;WhatsApp
C01234;27/12/2025;Segunda via de boleto;WhatsApp
C01235;03/08/2025;Negociacao de divida;WhatsApp
C01236;15/04/2025;Negociacao de divida;Telefone
C01237;19/07/2025;Segunda via de boleto;Telefone
C01237;25/09/2025;Solicitacao de assistencia tecnica;Telefone
C01238;07/04/2025;Reclamacao de entrega;Telefone
C01240;11/04/2025;Atualizacao cadastral;Site
C01240;28/11/2025;Duvida sobre produto;Site
C01241;06/10/2025;Segunda via de boleto;WhatsApp
C01241;08/02/2026;Negociacao de divida;WhatsApp
C01243;11/08/2025;Solicitacao de assistencia tecnica;WhatsApp
C01243;23/08/2025;Segunda via de boleto;Loja
C01243;28/02/2026;Negociacao de divida;Telefone
C01245;12/07/2025;Solicitacao de assistencia tecnica;Telefone
C01245;24/10/2025;Segunda via de boleto;Telefone
C01245;21/11/2025;Segunda via de boleto;WhatsApp
C01248;23/12/2024;Segunda via de boleto;Telefone
C01248;13/08/2025;Negociacao de divida;WhatsApp
C01248;03/09/2025;Duvida sobre produto;Site
C01249;18/12/2025;Segunda via de boleto;WhatsApp
C01250;08/02/2025;Segunda via de boleto;Loja
C01254;29/11/2025;Segunda via de boleto;Loja
C01257;29/11/2025;Segunda via de boleto;Loja
C01258;13/06/2025;Atualizacao cadastral;WhatsApp
C01258;23/10/2025;Negociacao de divida;WhatsApp
C01260;24/12/2025;Reclamacao de entrega;Loja
C01262;22/08/2025;Duvida sobre produto;Loja
C01263;15/09/2025;Segunda via de boleto;Telefone
C01264;20/09/2025;Segunda via de boleto;Loja
C01264;28/10/2025;Segunda via de boleto;Telefone
C01266;17/10/2025;Atualizacao cadastral;Site
C01267;09/02/2026;Solicitacao de assistencia tecnica;Telefone
C01269;19/12/2025;Atualizacao cadastral;WhatsApp
C01270;09/02/2025;Duvida sobre produto;Telefone
C01271;21/12/2025;Segunda via de boleto;Loja
C01271;20/02/2026;Negociacao de divida;WhatsApp
C01273;03/07/2025;Segunda via de boleto;Loja
C01273;03/10/2025;Reclamacao de entrega;Site
C01273;10/01/2026;Atualizacao cadastral;Site
C01273;03/03/2026;Negociacao de divida;WhatsApp
C01274;01/11/2024;Duvida sobre produto;Telefone
C01274;06/02/2025;Segunda via de boleto;WhatsApp
C01279;05/07/2024;Segunda via de boleto;Loja
C01279;23/07/2024;Reclamacao de entrega;WhatsApp
C01279;26/08/2024;Segunda via de boleto;Telefone
C01279;14/01/2025;Negociacao de divida;WhatsApp
C01281;28/09/2025;Reclamacao de entrega;Loja
C01283;03/05/2025;Negociacao de divida;WhatsApp
C01284;12/09/2025;Solicitacao de assistencia tecnica;Loja
C01285;07/02/2025;Solicitacao de assistencia tecnica;Site
C01285;23/08/2025;Duvida sobre produto;Telefone
C01287;22/02/2026;Negociacao de divida;Telefone
C01292;27/04/2025;Segunda via de boleto;WhatsApp
C01292;22/12/2025;Solicitacao de assistencia tecnica;Site
C01293;20/03/2025;Atualizacao cadastral;Telefone
C01293;20/05/2025;Atualizacao cadastral;Site
C01293;17/02/2026;Negociacao de divida;WhatsApp
C01296;04/09/2025;Segunda via de boleto;Loja
C01296;20/01/2026;Segunda via de boleto;Loja
C01296;25/02/2026;Solicitacao de assistencia tecnica;Site
C01297;07/11/2025;Segunda via de boleto;Telefone
C01298;24/04/2025;Atualizacao cadastral;Loja
C01298;19/05/2025;Segunda via de boleto;WhatsApp
C01298;05/06/2025;Segunda via de boleto;WhatsApp
C01299;27/07/2025;Segunda via de boleto;WhatsApp
C01301;01/08/2025;Segunda via de boleto;Telefone
C01301;28/10/2025;Negociacao de divida;WhatsApp
C01302;26/01/2026;Reclamacao de entrega;WhatsApp
C01303;23/12/2024;Segunda via de boleto;Loja
C01303;24/02/2025;Segunda via de boleto;Telefone
C01303;30/05/2025;Negociacao de divida;Telefone
C01304;26/12/2025;Duvida sobre produto;Telefone
C01306;02/02/2026;Negociacao de divida;Telefone
C01307;19/10/2025;Segunda via de boleto;WhatsApp
C01311;09/11/2025;Segunda via de boleto;Telefone
C01311;11/01/2026;Duvida sobre produto;WhatsApp
C01315;18/04/2025;Reclamacao de entrega;Loja
C01315;25/02/2026;Solicitacao de assistencia tecnica;Site
C01321;30/09/2025;Solicitacao de assistencia tecnica;WhatsApp
C01323;12/01/2025;Segunda via de boleto;Loja
C01323;18/01/2025;Atualizacao cadastral;Telefone
C01324;23/06/2025;Duvida sobre produto;Loja
C01324;12/12/2025;Negociacao de divida;WhatsApp
C01327;05/11/2025;Duvida sobre produto;Site
C01328;13/01/2025;Reclamacao de entrega;Loja
C01328;07/07/2025;Negociacao de divida;Telefone
C01333;10/07/2025;Negociacao de divida;WhatsApp
C01334;29/01/2025;Segunda via de boleto;Telefone
C01334;28/07/2025;Reclamacao de entrega;WhatsApp
C01334;10/10/2025;Negociacao de divida;WhatsApp
C01335;20/07/2024;Solicitacao de assistencia tecnica;WhatsApp
C01335;04/09/2024;Atualizacao cadastral;WhatsApp
C01337;09/10/2024;Segunda via de boleto;Telefone
C01337;10/03/2025;Segunda via de boleto;Loja
C01337;10/03/2025;Segunda via de boleto;WhatsApp
C01337;20/06/2025;Solicitacao de assistencia tecnica;Site
C01338;08/01/2025;Duvida sobre produto;WhatsApp
C01338;17/07/2025;Negociacao de divida;WhatsApp
C01340;10/12/2025;Duvida sobre produto;Telefone
C01341;21/09/2025;Segunda via de boleto;WhatsApp
C01342;14/01/2026;Negociacao de divida;Telefone
C01343;14/04/2025;Solicitacao de assistencia tecnica;Telefone
C01343;16/06/2025;Segunda via de boleto;Telefone
C01344;24/01/2026;Solicitacao de assistencia tecnica;Telefone
C01345;05/11/2025;Reclamacao de entrega;Loja
C01346;09/12/2025;Atualizacao cadastral;Telefone
C01346;06/02/2026;Reclamacao de entrega;Telefone
C01347;18/02/2025;Segunda via de boleto;WhatsApp
C01347;14/03/2025;Segunda via de boleto;Telefone
C01348;14/03/2026;Negociacao de divida;WhatsApp
C01351;25/03/2025;Segunda via de boleto;Telefone
C01351;14/05/2025;Reclamacao de entrega;Site
C01352;12/10/2025;Solicitacao de assistencia tecnica;WhatsApp
C01352;05/12/2025;Reclamacao de entrega;Site
C01353;14/11/2025;Solicitacao de assistencia tecnica;WhatsApp
C01353;14/01/2026;Segunda via de boleto;WhatsApp
C01354;23/08/2025;Segunda via de boleto;WhatsApp
C01354;07/01/2026;Negociacao de divida;WhatsApp
C01357;16/03/2025;Segunda via de boleto;Telefone
C01359;03/03/2026;Atualizacao cadastral;Site
C01360;25/11/2025;Segunda via de boleto;WhatsApp
C01362;10/08/2025;Atualizacao cadastral;Site
C01363;08/09/2025;Segunda via de boleto;WhatsApp
C01363;23/11/2025;Segunda via de boleto;Telefone
C01363;23/02/2026;Negociacao de divida;WhatsApp
C01364;18/06/2025;Segunda via de boleto;Telefone
C01366;17/09/2025;Reclamacao de entrega;Telefone
C01367;27/03/2025;Segunda via de boleto;Loja
C01367;06/08/2025;Negociacao de divida;Telefone
C01368;14/01/2026;Solicitacao de assistencia tecnica;Site
C01368;13/03/2026;Solicitacao de assistencia tecnica;Telefone
C01369;18/02/2026;Negociacao de divida;WhatsApp
C01373;17/02/2026;Negociacao de divida;Telefone
C01374;07/09/2025;Segunda via de boleto;WhatsApp
C01375;17/11/2025;Duvida sobre produto;WhatsApp
C01376;03/09/2024;Duvida sobre produto;Loja
C01379;13/10/2024;Atualizacao cadastral;Loja
C01380;22/01/2026;Negociacao de divida;Telefone
C01382;29/12/2025;Atualizacao cadastral;Telefone
C01385;27/10/2025;Segunda via de boleto;Loja
C01385;03/03/2026;Reclamacao de entrega;Site
C01386;21/12/2024;Segunda via de boleto;Telefone
C01389;01/08/2025;Segunda via de boleto;WhatsApp
C01389;04/10/2025;Reclamacao de entrega;Telefone
C01390;12/11/2025;Reclamacao de entrega;WhatsApp
C01391;08/08/2025;Duvida sobre produto;Site
C01392;03/08/2025;Negociacao de divida;WhatsApp
C01399;05/11/2024;Reclamacao de entrega;WhatsApp
C01399;29/12/2024;Segunda via de boleto;Loja
C01399;24/07/2025;Negociacao de divida;WhatsApp
C01399;29/08/2025;Reclamacao de entrega;Telefone
C01404;11/07/2025;Segunda via de boleto;Loja
C01404;21/10/2025;Negociacao de divida;WhatsApp
C01404;06/12/2025;Reclamacao de entrega;Site
C01408;01/11/2025;Negociacao de divida;WhatsApp
C01409;16/10/2025;Atualizacao cadastral;WhatsApp
C01418;28/04/2025;Segunda via de boleto;WhatsApp
C01418;28/04/2025;Segunda via de boleto;Telefone
C01418;06/12/2025;Negociacao de divida;WhatsApp
C01419;05/12/2024;Solicitacao de assistencia tecnica;Telefone
C01419;21/12/2024;Atualizacao cadastral;Telefone
C01420;16/07/2025;Negociacao de divida;WhatsApp
C01422;20/10/2024;Atualizacao cadastral;Telefone
C01422;18/12/2024;Segunda via de boleto;Loja
C01427;12/09/2025;Segunda via de boleto;Telefone
C01427;10/10/2025;Segunda via de boleto;Telefone
C01427;29/10/2025;Duvida sobre produto;Telefone
C01428;24/04/2025;Segunda via de boleto;WhatsApp
C01428;21/07/2025;Negociacao de divida;WhatsApp
C01429;03/09/2025;Solicitacao de assistencia tecnica;Loja
C01429;10/01/2026;Segunda via de boleto;Telefone
C01432;12/11/2025;Duvida sobre produto;Site
C01432;15/02/2026;Negociacao de divida;Telefone
C01433;30/10/2025;Duvida sobre produto;Loja
C01436;11/10/2025;Duvida sobre produto;Site
C01437;19/08/2025;Negociacao de divida;Telefone
C01438;21/04/2025;Atualizacao cadastral;WhatsApp
C01438;11/10/2025;Solicitacao de assistencia tecnica;WhatsApp
C01439;07/06/2025;Solicitacao de assistencia tecnica;WhatsApp
C01441;14/03/2026;Negociacao de divida;Telefone
C01442;05/02/2026;Negociacao de divida;WhatsApp
C01443;09/07/2025;Segunda via de boleto;Loja
C01443;13/12/2025;Duvida sobre produto;Telefone
C01443;31/12/2025;Segunda via de boleto;Telefone
C01443;31/12/2025;Segunda via de boleto;Telefone
C01443;02/03/2026;Negociacao de divida;WhatsApp
C01443;04/03/2026;Reclamacao de entrega;Site
C01445;07/08/2025;Negociacao de divida;Telefone
C01446;08/11/2025;Segunda via de boleto;Telefone
C01447;04/08/2025;Segunda via de boleto;Loja
C01447;21/09/2025;Atualizacao cadastral;Site
C01447;17/10/2025;Segunda via de boleto;WhatsApp
C01449;04/07/2025;Solicitacao de assistencia tecnica;Site
C01451;01/11/2025;Segunda via de boleto;WhatsApp
C01453;27/08/2025;Atualizacao cadastral;Telefone
C01454;17/09/2025;Duvida sobre produto;Telefone
C01454;11/11/2025;Negociacao de divida;WhatsApp
C01455;24/09/2025;Duvida sobre produto;Site
C01457;19/12/2025;Reclamacao de entrega;Loja
C01460;22/04/2025;Duvida sobre produto;Loja
C01460;05/10/2025;Duvida sobre produto;WhatsApp
C01462;03/06/2025;Solicitacao de assistencia tecnica;Telefone
C01462;28/01/2026;Negociacao de divida;WhatsApp
C01465;18/06/2025;Negociacao de divida;Telefone
C01467;05/09/2024;Reclamacao de entrega;Site
C01467;20/01/2025;Negociacao de divida;Telefone
C01469;25/01/2026;Negociacao de divida;Telefone
C01470;12/08/2025;Segunda via de boleto;Telefone
C01470;05/12/2025;Segunda via de boleto;WhatsApp
C01471;22/01/2026;Reclamacao de entrega;Site
C01471;03/03/2026;Negociacao de divida;Telefone
C01472;11/10/2025;Segunda via de boleto;WhatsApp
C01472;14/12/2025;Segunda via de boleto;Loja
C01472;07/03/2026;Duvida sobre produto;Site
C01474;03/05/2025;Segunda via de boleto;Telefone
C01474;08/09/2025;Negociacao de divida;WhatsApp
C01477;26/10/2025;Solicitacao de assistencia tecnica;Telefone
C01478;30/11/2024;Segunda via de boleto;Telefone
C01478;30/11/2024;Segunda via de boleto;Telefone
C01478;22/12/2024;Solicitacao de assistencia tecnica;Telefone
C01478;22/01/2025;Solicitacao de assistencia tecnica;Loja
C01478;08/04/2025;Segunda via de boleto;WhatsApp
C01478;05/06/2025;Negociacao de divida;Telefone
C01479;27/06/2025;Segunda via de boleto;WhatsApp
C01479;03/11/2025;Segunda via de boleto;Telefone
C01479;14/02/2026;Negociacao de divida;Telefone
C01480;27/12/2025;Segunda via de boleto;Loja
C01481;07/10/2025;Segunda via de boleto;Telefone
C01481;24/11/2025;Segunda via de boleto;WhatsApp
C01482;10/12/2024;Reclamacao de entrega;WhatsApp
C01485;17/12/2024;Segunda via de boleto;WhatsApp
C01485;20/02/2025;Solicitacao de assistencia tecnica;Telefone
C01485;09/04/2025;Reclamacao de entrega;WhatsApp
C01485;15/05/2025;Negociacao de divida;WhatsApp
C01490;06/11/2024;Segunda via de boleto;Loja
C01490;01/12/2024;Segunda via de boleto;WhatsApp
C01490;21/04/2025;Negociacao de divida;WhatsApp
C01491;04/02/2025;Reclamacao de entrega;Site
C01491;09/08/2025;Segunda via de boleto;Loja
C01492;15/09/2025;Segunda via de boleto;WhatsApp
C01493;06/08/2024;Solicitacao de assistencia tecnica;Site
C01493;04/02/2025;Negociacao de divida;Telefone
C01494;19/02/2026;Negociacao de divida;Telefone
C01495;12/09/2025;Duvida sobre produto;Site
C01495;15/09/2025;Segunda via de boleto;WhatsApp
C01495;07/10/2025;Segunda via de boleto;Telefone
C01495;14/11/2025;Segunda via de boleto;Loja
C01496;30/10/2024;Segunda via de boleto;Telefone
C01496;30/01/2025;Segunda via de boleto;Loja
C01496;15/06/2025;Negociacao de divida;Telefone
C01498;04/03/2026;Negociacao de divida;WhatsApp
C01500;06/10/2025;Segunda via de boleto;Telefone
C01501;05/07/2025;Duvida sobre produto;Telefone
C01504;24/12/2025;Negociacao de divida;Telefone
C01506;24/02/2026;Negociacao de divida;WhatsApp
C01510;11/01/2026;Segunda via de boleto;Telefone
C01512;28/11/2025;Segunda via de boleto;Loja
C01512;20/01/2026;Atualizacao cadastral;WhatsApp
C01512;04/03/2026;Negociacao de divida;Telefone
C01513;05/03/2025;Atualizacao cadastral;Loja
C01514;23/11/2025;Reclamacao de entrega;Site
C01514;18/12/2025;Segunda via de boleto;WhatsApp
